"","FarmID","SampleTime","Sampling","Loc","University","CertYear","HouseStyle","PastureTime","StockDen","Bed","BedAdd","BedAddFreq","StallCleanFreq","CowNum","MilkFreq","PplNumPerWk","PplNumPerShift","NonFamEmp","NonFamEmpNum","FullEmpNum","PartEmp","PartEmpNum","Glove","GloveFreq","PreDipType","PostDip","PostDipType","UdderSti","ClipFlame","CowMilkLoc","Parlor","CowParlorClean","CowWaitMilk","CowHoldClean","TeatEndScore","UdderHygScore","TowelType","CowTowelWipe","CornSilage","Haylage","CornMeal","DryHay","Baleage","GrassSillage","Earlage","Snaplage","BioFeedAdd","DryMatPercent","FeedPurchase","Coop","ClosedHerd","Test","Conc","HoldHose","HoldManScrap","HoldFluSys","HoldScrBru","ParlorHose","ParlorManScrap","ParlorFluSys","ParlorDeter","ParlorScrBru","ParlorRobot","TowelChloDeter","TowelDeter","TowelBleac","TowelMacDry","TowelLaundry","TowelVinegar","TowelWashMac","SPCvar","tempmax","tempmin","temp","humidity","precip","precipcover","windgust","windspeed","solarradiation","tempmax_1d","tempmin_1d","temp_1d","humidity_1d","precip_1d","precipcover_1d","windgust_1d","windspeed_1d","solarradiation_1d","tempmax_2d","tempmin_2d","temp_2d","humidity_2d","precip_2d","precipcover_2d","windgust_2d","windspeed_2d","solarradiation_2d","tempmax_3d","tempmin_3d","temp_3d","humidity_3d","precip_3d","precipcover_3d","windgust_3d","windspeed_3d","solarradiation_3d"
"556","R26","2022-05-04","F","PA","PSU",10,"Free stalls",12,0.85,"Sawdust","no","< 1x per day","2x/day",59,"2x",2,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","None","No","Parlor","Yes","No","Yes","No","No","No","Paper","0-1","No","Yes","No","Yes","No","No","No","No","None","> 70%","No","Organic Valley","Yes","TSC",0.125,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.08368976948759,20.4,11.8,15.1,87.9,11.181,54.17,46.1,20.4,93.8,19.6,6.7,13.8,80.7,1.354,8.33,42.5,16,73.8,20.6,11,14.8,76,4.566,16.67,33.5,19.5,161.1,15.8,4.5,10.5,69.7,4.154,29.17,23.8,9.1,72.6
"557","R26","2022-05-04","F","PA","PSU",10,"Free stalls",12,0.85,"Sawdust","no","< 1x per day","2x/day",59,"2x",2,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","None","No","Parlor","Yes","No","Yes","No","No","No","Paper","0-1","No","Yes","No","Yes","No","No","No","No","None","> 70%","No","Organic Valley","Yes","APC",17180,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.08368976948759,20.4,11.8,15.1,87.9,11.181,54.17,46.1,20.4,93.8,19.6,6.7,13.8,80.7,1.354,8.33,42.5,16,73.8,20.6,11,14.8,76,4.566,16.67,33.5,19.5,161.1,15.8,4.5,10.5,69.7,4.154,29.17,23.8,9.1,72.6
"558","R27","2021-06-21","A","PA","PSU",20,"Tie stalls or stanchions",14,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","BAB",40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,32.4,21.3,25.8,77.6,3.46,12.5,46.6,24.6,329.7,31.4,16.8,24.3,74.9,11.249,8.33,29.5,15.4,389.7,30.2,19.1,23,78,5.017,33.33,29.5,18.4,248.9,29.1,10,20.6,56.3,0,0,33.5,23.5,445.6
"559","R27","2021-06-21","A","PA","PSU",20,"Tie stalls or stanchions",14,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","PSC",0.02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,32.4,21.3,25.8,77.6,3.46,12.5,46.6,24.6,329.7,31.4,16.8,24.3,74.9,11.249,8.33,29.5,15.4,389.7,30.2,19.1,23,78,5.017,33.33,29.5,18.4,248.9,29.1,10,20.6,56.3,0,0,33.5,23.5,445.6
"560","R27","2021-06-21","A","PA","PSU",20,"Tie stalls or stanchions",14,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","MSC",0.125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,32.4,21.3,25.8,77.6,3.46,12.5,46.6,24.6,329.7,31.4,16.8,24.3,74.9,11.249,8.33,29.5,15.4,389.7,30.2,19.1,23,78,5.017,33.33,29.5,18.4,248.9,29.1,10,20.6,56.3,0,0,33.5,23.5,445.6
"561","R27","2021-06-21","A","PA","PSU",20,"Tie stalls or stanchions",14,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","TSC",0.125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,32.4,21.3,25.8,77.6,3.46,12.5,46.6,24.6,329.7,31.4,16.8,24.3,74.9,11.249,8.33,29.5,15.4,389.7,30.2,19.1,23,78,5.017,33.33,29.5,18.4,248.9,29.1,10,20.6,56.3,0,0,33.5,23.5,445.6
"562","R27","2021-06-21","A","PA","PSU",20,"Tie stalls or stanchions",14,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","APC",1170,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,32.4,21.3,25.8,77.6,3.46,12.5,46.6,24.6,329.7,31.4,16.8,24.3,74.9,11.249,8.33,29.5,15.4,389.7,30.2,19.1,23,78,5.017,33.33,29.5,18.4,248.9,29.1,10,20.6,56.3,0,0,33.5,23.5,445.6
"563","R27","2021-09-16","B","PA","PSU",20,"Tie stalls or stanchions",12,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","BAB",200,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,26.1,19.3,22.5,78.8,1.287,20.83,27.7,16.8,244.7,30.6,20,24.2,78.2,11.528,20.83,55.4,19.7,383.2,29.4,18.2,23.8,77.3,0,0,0,13.3,278.9,28.8,19,24,75.2,0,0,0,19.5,262
"564","R27","2021-09-16","B","PA","PSU",20,"Tie stalls or stanchions",12,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","PSC",0.17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,26.1,19.3,22.5,78.8,1.287,20.83,27.7,16.8,244.7,30.6,20,24.2,78.2,11.528,20.83,55.4,19.7,383.2,29.4,18.2,23.8,77.3,0,0,0,13.3,278.9,28.8,19,24,75.2,0,0,0,19.5,262
"565","R27","2021-09-16","B","PA","PSU",20,"Tie stalls or stanchions",12,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","MSC",7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,26.1,19.3,22.5,78.8,1.287,20.83,27.7,16.8,244.7,30.6,20,24.2,78.2,11.528,20.83,55.4,19.7,383.2,29.4,18.2,23.8,77.3,0,0,0,13.3,278.9,28.8,19,24,75.2,0,0,0,19.5,262
"566","R27","2021-09-16","B","PA","PSU",20,"Tie stalls or stanchions",12,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","TSC",4.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,26.1,19.3,22.5,78.8,1.287,20.83,27.7,16.8,244.7,30.6,20,24.2,78.2,11.528,20.83,55.4,19.7,383.2,29.4,18.2,23.8,77.3,0,0,0,13.3,278.9,28.8,19,24,75.2,0,0,0,19.5,262
"567","R27","2021-09-16","B","PA","PSU",20,"Tie stalls or stanchions",12,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","No","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","APC",10609.03711,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,26.1,19.3,22.5,78.8,1.287,20.83,27.7,16.8,244.7,30.6,20,24.2,78.2,11.528,20.83,55.4,19.7,383.2,29.4,18.2,23.8,77.3,0,0,0,13.3,278.9,28.8,19,24,75.2,0,0,0,19.5,262
"568","R27","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",10,1.11,"Sawdust","no","1x per day","2x/day",50,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","BAB",160,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24.1,10.6,16.6,59.2,0,0,31.1,21.5,308,21.5,7,13.6,55.2,0,0,41.6,24.4,318,15.5,8.2,11.5,60.4,0.136,4.17,46.4,24.8,250.8,15.8,9.8,12.5,62.8,0,0,40.4,25.1,159.2
"569","R27","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",10,1.11,"Sawdust","no","1x per day","2x/day",50,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","PSC",0.005,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24.1,10.6,16.6,59.2,0,0,31.1,21.5,308,21.5,7,13.6,55.2,0,0,41.6,24.4,318,15.5,8.2,11.5,60.4,0.136,4.17,46.4,24.8,250.8,15.8,9.8,12.5,62.8,0,0,40.4,25.1,159.2
"570","R27","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",10,1.11,"Sawdust","no","1x per day","2x/day",50,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","MSC",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24.1,10.6,16.6,59.2,0,0,31.1,21.5,308,21.5,7,13.6,55.2,0,0,41.6,24.4,318,15.5,8.2,11.5,60.4,0.136,4.17,46.4,24.8,250.8,15.8,9.8,12.5,62.8,0,0,40.4,25.1,159.2
"571","R27","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",10,1.11,"Sawdust","no","1x per day","2x/day",50,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","TSC",0.125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24.1,10.6,16.6,59.2,0,0,31.1,21.5,308,21.5,7,13.6,55.2,0,0,41.6,24.4,318,15.5,8.2,11.5,60.4,0.136,4.17,46.4,24.8,250.8,15.8,9.8,12.5,62.8,0,0,40.4,25.1,159.2
"572","R27","2021-10-20","C","PA","PSU",20,"Tie stalls or stanchions",10,1.11,"Sawdust","no","1x per day","2x/day",50,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","APC",430,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24.1,10.6,16.6,59.2,0,0,31.1,21.5,308,21.5,7,13.6,55.2,0,0,41.6,24.4,318,15.5,8.2,11.5,60.4,0.136,4.17,46.4,24.8,250.8,15.8,9.8,12.5,62.8,0,0,40.4,25.1,159.2
"573","R27","2022-01-19","D","PA","PSU",20,"Tie stalls or stanchions",0.5,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","BAB",200,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,7.7,-5.5,1.2,63.8,0,0,41.8,14.9,95.6,2.4,-4.4,0.4,56.3,0,0,59.4,33.7,61.7,4.1,-0.7,1.6,75.6,10.863,50,76.2,38,37.2,1.1,-14.8,-8.3,65.8,4.923,25,55.8,31.5,53.4
"574","R27","2022-01-19","D","PA","PSU",20,"Tie stalls or stanchions",0.5,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","PSC",0.13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,7.7,-5.5,1.2,63.8,0,0,41.8,14.9,95.6,2.4,-4.4,0.4,56.3,0,0,59.4,33.7,61.7,4.1,-0.7,1.6,75.6,10.863,50,76.2,38,37.2,1.1,-14.8,-8.3,65.8,4.923,25,55.8,31.5,53.4
"575","R27","2022-01-19","D","PA","PSU",20,"Tie stalls or stanchions",0.5,1,"Sawdust","no","1x per day","< 1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","TSC",2.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,7.7,-5.5,1.2,63.8,0,0,41.8,14.9,95.6,2.4,-4.4,0.4,56.3,0,0,59.4,33.7,61.7,4.1,-0.7,1.6,75.6,10.863,50,76.2,38,37.2,1.1,-14.8,-8.3,65.8,4.923,25,55.8,31.5,53.4
"576","R27","2022-03-09","E","PA","PSU",20,"Tie stalls or stanchions",0,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","PSC",0.005,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,2.8,1.4,2,81.3,9.544,45.83,28.4,12.2,30.2,7.7,1.3,5.1,46.7,0.66,4.17,53.4,30.7,157.6,22.6,7.2,16.3,68.5,2.437,33.33,71.1,45.6,63,23.6,3.6,12.8,62.9,0,0,60.8,30.1,77.6
"577","R27","2022-03-09","E","PA","PSU",20,"Tie stalls or stanchions",0,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","MSC",9.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,2.8,1.4,2,81.3,9.544,45.83,28.4,12.2,30.2,7.7,1.3,5.1,46.7,0.66,4.17,53.4,30.7,157.6,22.6,7.2,16.3,68.5,2.437,33.33,71.1,45.6,63,23.6,3.6,12.8,62.9,0,0,60.8,30.1,77.6
"578","R27","2022-03-09","E","PA","PSU",20,"Tie stalls or stanchions",0,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","TSC",0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,2.8,1.4,2,81.3,9.544,45.83,28.4,12.2,30.2,7.7,1.3,5.1,46.7,0.66,4.17,53.4,30.7,157.6,22.6,7.2,16.3,68.5,2.437,33.33,71.1,45.6,63,23.6,3.6,12.8,62.9,0,0,60.8,30.1,77.6
"579","R27","2022-03-09","E","PA","PSU",20,"Tie stalls or stanchions",0,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","Yes","APC",210,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,2.8,1.4,2,81.3,9.544,45.83,28.4,12.2,30.2,7.7,1.3,5.1,46.7,0.66,4.17,53.4,30.7,157.6,22.6,7.2,16.3,68.5,2.437,33.33,71.1,45.6,63,23.6,3.6,12.8,62.9,0,0,60.8,30.1,77.6
"580","R27","2022-05-16","F","PA","PSU",20,"Tie stalls or stanchions",19,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","BAB",160,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24,16,19.7,75.9,8.108,29.17,66.1,29.4,154.7,25.1,17.9,20.4,82.9,0.136,4.17,40.7,20.6,148.7,23,18.6,20.2,88.1,4.733,41.67,31.7,12.3,106.6,24.2,17.1,19.9,83.6,4.483,29.17,37.1,16.8,116.9
"581","R27","2022-05-16","F","PA","PSU",20,"Tie stalls or stanchions",19,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","PSC",0.005,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24,16,19.7,75.9,8.108,29.17,66.1,29.4,154.7,25.1,17.9,20.4,82.9,0.136,4.17,40.7,20.6,148.7,23,18.6,20.2,88.1,4.733,41.67,31.7,12.3,106.6,24.2,17.1,19.9,83.6,4.483,29.17,37.1,16.8,116.9
"582","R27","2022-05-16","F","PA","PSU",20,"Tie stalls or stanchions",19,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","MSC",3.67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24,16,19.7,75.9,8.108,29.17,66.1,29.4,154.7,25.1,17.9,20.4,82.9,0.136,4.17,40.7,20.6,148.7,23,18.6,20.2,88.1,4.733,41.67,31.7,12.3,106.6,24.2,17.1,19.9,83.6,4.483,29.17,37.1,16.8,116.9
"583","R27","2022-05-16","F","PA","PSU",20,"Tie stalls or stanchions",19,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","TSC",1.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24,16,19.7,75.9,8.108,29.17,66.1,29.4,154.7,25.1,17.9,20.4,82.9,0.136,4.17,40.7,20.6,148.7,23,18.6,20.2,88.1,4.733,41.67,31.7,12.3,106.6,24.2,17.1,19.9,83.6,4.483,29.17,37.1,16.8,116.9
"584","R27","2022-05-16","F","PA","PSU",20,"Tie stalls or stanchions",19,1,"Sawdust","no","1x per day","1x/day",45,"2x",3,2,"No",0,0,"No",0,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","Yes","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","40-70%","Yes","Organic Valley","Yes","APC",420,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.665379880806846,24,16,19.7,75.9,8.108,29.17,66.1,29.4,154.7,25.1,17.9,20.4,82.9,0.136,4.17,40.7,20.6,148.7,23,18.6,20.2,88.1,4.733,41.67,31.7,12.3,106.6,24.2,17.1,19.9,83.6,4.483,29.17,37.1,16.8,116.9
"585","R28","2021-06-18","A","PA","PSU",12,"Tie stalls or stanchions",10,1,"Sawdust","no",">= 2x per day","< 1x/day",50,"2x",2,2,"Yes",1,0,"Yes",1,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","No","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","No","BAB",340,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.627600048841851,29.1,10,20.6,56.3,0,0,33.5,23.5,445.6,25.2,10.8,18.7,49.1,0,0,29.5,19.4,496.5,24.5,14.7,19.8,51.6,0,0,36.3,18.4,483.2,24.9,15.6,20.5,70.9,2.626,4.17,35.3,21.5,369.1
"586","R28","2021-06-18","A","PA","PSU",12,"Tie stalls or stanchions",10,1,"Sawdust","no",">= 2x per day","< 1x/day",50,"2x",2,2,"Yes",1,0,"Yes",1,"Yes","1","Iodine based","Yes","Iodine based","Forestripping","No","Stall/barn","No","No","No","No holding area","No","No","Paper","0-1","Yes","Yes","Yes","No","No","No","No","No","None","< 40%","Yes","Organic Valley","No","PSC",0.02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.627600048841851,29.1,10,20.6,56.3,0,0,33.5,23.5,445.6,25.2,10.8,18.7,49.1,0,0,29.5,19.4,496.5,24.5,14.7,19.8,51.6,0,0,36.3,18.4,483.2,24.9,15.6,20.5,70.9,2.626,4.17,35.3,21.5,369.1
